province;red;green;blue;x;x
1997;114;0;248;Midway;x
1998;115;0;232;Christmas Island;x
1999;116;0;236;Cocos Island;x
2000;60;221;221;Qinghai Lake;x
2001;95;200;200;Siling Lake;x
2002;200;135;255;Galápagos Islands;x
2003;120;2;232;Ktunaxa;X
2004;125;4;236;Niitsitapi;x
2005;130;8;240;Asinaan;x
2006;135;16;244;Apsáalooke;x
2007;140;32;248;Arikara;x
2008;145;64;232;Yankton;x
2009;150;128;236;Teton;x
2010;55;1;80;Connecticut;x
2011;155;2;120;Shenandoah;x
2012;105;3;160;Arsigantegok;x
2013;75;4;40;Kennebec;x
2014;105;6;160;Natchitoches;x
2015;65;7;40;Nipigon;x
2016;155;8;120;Bungi;x
2017;105;9;160;Nehiyawewin;x
2018;55;10;40;Tsuutina;x
2019;105;11;120;Nimiipu;x
2020;155;12;160;Bannock;x
2021;25;13;70;Miwok;x
2022;155;5;120;Haida;x
2023;55;14;120;Munsee;x
2024;255;15;160;Ajiraan;x
2025;255;16;40;South Georgia;x
2026;255;17;120;Tanjore;x
2027;230;18;160;Arcot;x
2028;255;19;90;Mahur;x
2029;255;20;120;South Kanara;x
2030;255;21;160;Goa;x
2031;16;134;155;Morasanadu;x
2032;16;245;155;Malenadu;x
2033;188;164;69;Savanaur;x
2034;255;120;0;Pune;x
2035;81;148;103;Gulbarga;x
2036;156;172;45;Baglana;x
2037;205;119;117;Warangal;x
2038;213;157;165;Midnapore;x
2039;213;242;165;Sunderbans;x
2040;84;237;87;Sadiya;x
2041;64;189;3;Manipur;x
2042;246;92;62;Koch Hajo;x
2043;0;225;69;Balasore;x
2044;181;16;160;Bhagalpur;x
2045;53;124;86;Rangpur;x
2046;193;131;23;Nasirabad;x
2047;85;160;133;Tirhut;x
2048;198;203;170;Garjat;x
2049;73;18;169;Khurda;x
2050;184;70;8;Chanda;x
2051;215;241;160;Bhavnagar;x
2052;122;234;32;Navanagar;x
2053;225;142;66;Patan;x
2054;156;201;151;Ahmadabad;x
2055;156;201;221;Gorakhpur;x
2056;156;61;221;Rewakantha;x
2057;75;190;64;Bhelsa;x
2058;231;98;182;Mewar;x
2059;237;96;10;Kalpi;x
2060;255;192;227;Upper Doab;x
2061;255;192;0;Katehar;x
2062;193;76;178;Panipat;x
2063;152;160;243;Etawah;x
2064;202;218;255;Shekhawati;x
2065;53;215;217;Batthiana;x
2066;116;145;119;Nagaur;x
2067;212;53;53;Gorwar;x
2068;72;225;192;Siwistan;x
2069;187;154;212;Kumaon;x
2070;123;181;72;Chaubisi Rajas;x
2071;234;189;93;Limbuwan;x
2072;96;229;237;Bhakkar;x
2073;154;192;44;Baltistan;x
2074;151;175;205;Ladakh;x
2075;0;18;255;Doaba;x
2076;0;194;255;Sialkot;x
2077;224;140;221;Margalla;x
2078;32;140;221;Bannu;x
2079;132;140;221;Dera Ghazi Khan;x
2080;219;108;9;Srikakulam;x
2081;142;80;134;Lakhnor;x
2082;17;138;94;Raipur;x
2083;205;86;82;Kosta;x
2084;193;0;241;Konaseema;x
2085;161;165;225;Tiruchirapalli;x
2086;197;225;191;Cholistan;x
2087;224;213;178;Ajmer;x
2088;66;156;186;Umarkot;x
2089;81;142;66;Chaul;x
2090;154;52;179;Rayalaseema;x
2091;145;33;11;Tripura;x
2092;170;185;212;Mahadeo;x
2093;230;190;64;Mandsaur;x
2094;78;155;191;Bahreich;x
2095;222;94;94;Varanasi;x
2096;210;243;194;Damin;x
2097;95;101;222;Baghelkhand;x
2098;148;136;138;Surguja;x
2099;193;207;44;Kandy;x
2100;195;123;121;Vanni;x
2101;186;239;22;Tirunelveli;x
2102;215;191;26;Urkan;x
2103;103;132;224;Udi;x
2104;104;136;64;Birija;x
2105;105;148;160;Kuru;x
2106;105;162;80;Furdan;x
2107;104;158;240;Ningguta;x
2108;100;98;144;Huncun;x
2109;100;90;80;Boduna;x
2110;99;86;240;Yehe;x
2111;199;223;102;Hetu Ala;x
2112;115;210;143;Andong;x
2113;193;133;132;Gaizhou;x
2114;106;172;160;Ereen;x
2115;107;180;224;Chahar;x
2116;108;206;240;Ih Huree;x
2117;219;224;124;Zasagt;x
2118;116;102;240;Urzhar;x
2119;114;56;64;Chuguchak;x
2120;114;115;55;Ili;x
2121;112;32;64;Kuqa;x
2122;111;244;160;Hami;x
2123;111;254;240;Qakilik;x
2124;115;78;240;Yarkand;x
2125;115;86;112;Kochkor;x
2126;155;139;47;Chuy;x
2127;115;82;80;Yashilkul;x
2128;123;184;128;Ngari;x
2129;122;174;240;Changtang;x
2130;121;152;64;Nyingchi;x
2131;196;187;21;Qamdo;x
2132;119;138;144;Markam;x
2133;118;126;240;Dege;x
2134;119;120;192;Rebgong;x
2135;118;130;80;Garze;x
2136;124;210;144;Xuanhua;x
2137;143;75;75;Daming;x
2138;86;118;240;Wuding;x
2139;145;24;24;Laizhou;x
2140;238;254;148;Yanzhou;x
2141;107;218;111;Xuzhou;x
2142;84;80;128;Huai'an;x
2143;190;53;53;Fengyang;x
2144;82;62;176;Fuyang;x
2145;185;51;51;Zhenjiang;x
2146;185;197;39;Ningguo;x
2147;150;42;42;Huizhou;x
2148;41;150;61;Shaoxin;x
2149;121;54;54;Ningbo;x
2150;69;102;64;Jinhua;x
2151;131;100;35;Poyang;x
2152;144;37;37;Jianning;x
2153;67;84;112;Tingzhou;x
2154;233;216;92;Kelang;x
2155;97;44;96;Middag;x
2156;146;81;81;Chaochow;x
2157;65;52;224;Waichow;x
2158;65;46;176;Shiukwan;x
2159;64;44;160;Leichow;x
2160;65;34;80;Ngaichow;x
2161;64;32;64;Limchow;x
2162;68;78;64;Ngchow;x
2163;67;62;128;Liuzhou;x
2164;67;70;192;Namning;x
2165;255;216;0;Pu'er;x
2166;69;205;50;Dehong;x
2167;75;240;74;Lijiang;x
2168;79;254;112;Bozhou;x
2169;149;33;33;Langzhong;x
2170;90;182;176;Songqu;x
2171;153;57;57;Xiangyang;x
2172;81;48;64;Jingzhou;x
2173;0;36;255;Yuanling;x
2174;158;62;62;Hengyang;x
2175;171;198;23;Runing;x
2176;88;144;64;Shangqiu;x
2177;89;162;208;Ningwu;x
2178;90;172;96;Lu'an;x
2179;91;188;224;Yan'an;x
2180;79;246;240;Tianshui;x
2181;93;216;64;Pingliang;x
2182;95;236;224;Liangzhou;x
2183;93;222;112;Taozhou;x
2184;215;210;43;Xining;x
2185;103;120;128;Mergen;x
2186;105;156;224;Iman;x
2187;106;164;96;Sartu;x
2188;100;102;176;Alchuka;x
2189;110;220;160;Tsetserleg;x
2190;205;158;124;Qaraqorum;x
2191;108;196;160;Ejin;x
2192;217;220;84;Korla;x
2193;96;42;80;Govi;x
2194;113;106;26;Kunlun;x
2195;255;18;160;Adyghe;x
2196;255;19;40;Guria;x
2197;255;25;0;Cabardia;x
2198;255;126;40;Khundzia;x
2199;255;200;150;Tarki;x
2200;243;202;12;Suleiman Range;x
2201;255;22;200;Alania;x
2202;255;223;0;Melikates;x
2203;255;23;23;Kakheti;x
2204;255;224;200;Samtskhe;x
2205;255;24;40;Nakhchivan;x
2206;255;225;120;Urmia;x
2207;255;125;200;Maragheh;x
2208;255;125;215;Terek;x
2209;255;24;90;Ilam;x
2210;187;165;22;Kirmanshah;x
2211;187;215;128;Ardalan;x
2212;60;143;34;Zanjan;x
2213;187;205;22;Qom;x
2214;81;81;192;Golestan;x
2215;187;24;90;Qazvin;x
2216;187;24;155;Semnan;x
2217;255;112;90;Yasuj;x
2218;165;72;84;Sarvestan;x
2219;58;88;180;Bandar Langeh;x
2220;81;81;255;Bam;x
2221;165;72;137;Mashhad;x
2222;81;81;221;Ardakan;x
2223;215;50;155;Larestan;x
2224;190;44;0;Ferah;x
2225;210;227;0;Bamyan;x
2226;90;187;34;Jalalabad;x
2227;208;154;12;Kunduz;x
2228;40;59;211;Maymana;x
2229;90;156;34;Bust;x
2230;129;171;129;Chakhansur;x
2231;121;210;41;Bela;x
2232;190;72;59;Kharan;x
2233;152;137;59;Western Makran;x
2234;193;215;62;Rafsanjan;x
2235;190;72;96;Sabzevar;x
2236;131;211;134;Bojnord;x
2237;160;109;157;Tekrur;x
2238;80;73;160;Kantor;x
2239;120;75;185;Siine;x 
2240;120;137;132;Galam;x
2241;200;111;182;Beafada;x
2242;240;69;110;Karou;x
2243;80;135;107;Termes;x
2244;160;139;157;Tagant;x
2245;240;113;207;Wagadu;x
2246;40;115;232;Baghena;x
2247;80;117;83;Walata;x
2248;120;119;108;Do;x
2249;160;151;133;Sibiridugu;x
2250;160;77;210;Bendugu;x 
2251;80;61;184;Bagoe;x 
2252;200;117;235;Lobi;x
2253;160;121;133;Gwiriko;x
2254;240;125;232;Bonoman;x
2255;40;127;183;Gyaaman;x
2256;40;139;159;Dagbon;x
2257;80;129;208;Denkyira;x
2258;120;131;233;Cape Coast;x
2259;160;133;84;Bara;x
2260;200;79;235;Mema;x
2261;160;115;210;Kala;x
2262;116;98;168;Karabara;x
2263;200;91;211;Haayre;x
2264;200;135;109;Hombori;x
2265;240;119;86;Liptako;x
2266;140;199;183;Bilanga;x
2267;240;137;134;Tenkodogo;x
2268;40;83;11;Aribanda;x
2269;200;147;85;Zarmaganda;x
2270;40;121;11;Dallol;x
2271;80;141;184;Azawagh;x
2272;160;127;186;Azbin;x
2273;120;143;209;Ader;x
2274;160;145;234;Agades;x
2275;120;125;161;Tenere;x
2276;80;123;136;Itesan;x
2277;240;161;86;Kawar;x 
2278;240;149;110;Kebbi;x 
2279;120;155;185;Daura;x
2280;160;157;210;Biram;x
2281;200;159;235;Rano;x
2282;40;151;135;Muniyo;x
2283;240;143;207;Bedde;x
2284;160;89;186;Manga;x
2285;200;129;211;Marghi;x
2286;240;131;236;Logone;x
2287;40;163;11;Kotoko;x
2288;40;133;82;Kanem;x
2289;40;71;135;Ondo;x 
2290;240;81;86;Ijebu;x
2291;120;87;161;Ketu;x
2292;140;145;232;Moshi;x
2293;200;141;182;Yawuri;x
2294;200;153;158;Warri;x
2295;80;147;83;Atakora;x
2296;209;68;153;Biga;x
2297;245;152;169;Saruhan;x
2298;255;230;147;Tekke;x
2299;226;231;102;Bolu;x
2300;198;68;153;Bozok;x
2301;0;155;175;Kayseri;x
2302;187;186;222;Icel;x
2303;167;163;54;Malatya;x
2304;157;36;128;Canik;x
2305;89;153;66;Erzincan;x
2306;184;183;51;Mush;x
2307;207;225;132;Van;x
2308;0;153;75;Urfa;x
2309;132;41;144;Sinjar;x
2310;250;19;41;Tikrit;x
2311;51;130;63;Samawat;x
2312;242;102;96;Wasit;x
2313;181;181;52;Antioch;x
2314;49;11;71;Rahba;x
2315;139;22;59;Suez;x
2316;4;24;61;Al Gharbia;x
2317;149;201;61;Minya;x
2318;157;215;209;Bahariya;x
2319;206;231;202;Manfalut;x
2320;62;48;146;Ras Gharib;x
2321;203;185;45;Queseer;x
2322;212;227;131;Wadi Halfa;x
2323;158;168;213;Bir_Tawil;x
2324;239;69;139;Halaib;x
2325;245;244;179;Tarrana;x
2326;178;31;114;Bardiyah;x
2327;154;216;222;Maan;x
2328;0;120;91;Tayma;x
2329;101;125;54;Yanbu;x
2330;59;82;37;Ma'din Sulaym;x
2331;250;203;224;Jeddah;x
2332;188;228;233;Truba;x
2333;0;124;194;Abd al-Qays;x
2334;225;224;174;Badiyat ash Sham;x
2335;9;115;187;Dawasir;x
2336;238;16;102;Aflaj;x
2337;255;21;245;Buraydah;x
2338;201;24;126;Hafar;x
2339;157;34;114;Yabrin;x
2340;91;4;48;Grane;x
2341;213;231;178;Sharqiyah;x
2342;56;16;31;Wusta;x
2343;117;18;67;Hadramawt;x
2344;210;25;111;Marib;x
2345;240;238;129;Beihan;x
2346;252;183;112;Jazan;x
2347;0;120;94;Hofuf;x
2348;108;157;64;Chios;x
2349;71;208;47;Kizil-Su;x
2350;151;50;205;Konjikala;x
2351;169;158;86;Shekty;x
2352;103;104;152;Alty-Kuduk;x
2353;57;202;53;Tortkara;x
2354;155;167;88;Shegendyk;x
2355;189;174;66;Narym;x
2356;39;216;132;Shymkent;x
2357;211;106;44;Aksary;x
2358;179;181;74;Altyn;x
2359;69;186;122;Baganaly;x
2360;68;40;113;Tobykty;x
2361;23;130;61;Dzhaman-Kuduk;x
2362;168;175;18;Gurganj;x
2363;145;49;49;Atakent;x
2364;193;255;128;Talas;x
2365;183;191;72;Orda;x
2366;179;165;85;Utva;x
2367;88;175;171;Lower Yik;x
2368;135;100;164;Karamegdan;x
2369;175;88;119;Lower Ishim;x
2370;108;130;155;Kungirot;x
2371;127;0;0;Song La;x
2372;0;38;255;Hai Phong;x
2373;137;76;72;Hue;x
2374;53;204;105;Kauthara;x
2375;182;255;0;Tay Nguyen;x
2376;225;191;0;Prek Russey;x
2377;82;199;61;Teuk Khmao;x
2378;255;0;110;Kratie;x
2379;0;148;255;Battambang;x
2380;190;35;195;Phnom Penh;x
2381;34;65;11;Luang Namtha;x
2382;154;12;26;Savanh Nakhone;x
2383;127;31;12;Khukhanor Surin;x
2384;17;79;170;Nong Khai;x
2385;42;127;127;Nongbua Lamphu;x
2386;91;112;0;Chaiyaphum;x
2387;71;64;128;Phetchaburi;x
2388;32;38;255;Phitsanulok;x
2389;213;130;225;Phra Bang;x
2390;202;66;152;Chaiya;x
2391;211;44;63;Thalang;x
2392;135;98;114;Selangor;x
2393;44;142;85;Terengganu;x
2394;92;175;36;Kedah;x
2395;32;124;32;Hkamti Long;x
2396;255;117;154;Mong Kawng;x
2397;141;255;107;Tamanthi;x
2398;53;168;141;Thaungdut;x
2399;255;242;109;Pagan;x
2400;255;160;58;Hsipaw;x
2401;255;163;137;Yawnghwe;x
2402;137;255;104;Sandoway;x
2403;255;92;71;Martaban;x
2404;97;198;71;Mergui;x
2405;54;91;72;Bendery;x
2406;151;78;142;Ingil;x
2407;89;70;120;Pereyaslav;x
2408;211;223;69;Lipetsk;x
2409;202;43;139;Bahmut;x
2410;153;230;204;Theodoro;x
2411;179;204;153;Mansur;x
2412;122;143;170;Kyzyl-Yar;x
2413;70;70;122;Tyn;x
2414;116;74;122;Azaraba;x
2415;60;44;114;Etkara;x
2416;66;75;120;Majar;x
2417;182;25;40;Kuma;x
2418;85;58;215;Ukek;x
2419;171;208;192;Kanadey;x
2420;247;22;12;Agyidel;x
2421;45;31;18;Juketau;x
2422;163;72;18;Veda-Suvar;x
2423;163;189;18;Alatyr;x
2424;151;186;110;Peremyshl;x
2425;89;61;78;Naryan-Mar;x
2426;34;74;126;Yamal;x
2427;166;83;32;Ostyaki;x
2428;153;102;93;Yugan;x
2429;63;102;93;Agan;x
2430;88;198;79;Baykha;x
2431;172;201;135;Uchamin;x
2432;162;183;79;Chulym;x
2433;170;202;126;Vah;x
2434;63;134;173;Barnaul;x
2435;34;80;89;Nukhtui;x
2436;34;43;58;Chuna;x
2437;154;175;58;Seganka;x
2438;34;74;58;Kharya;x
2439;173;104;32;Yarmanka;x
2440;173;66;32;Kagyrgyn;x
2441;72;130;79;Iglino;x
2442;72;28;79;Ust-Kut;x
2443;47;122;167;Kan;x
2444;164;48;70;Bashgird;x
2445;166;144;32;Mangazea;x
2446;148;47;32;Chara;x
2447;228;43;43;Mantrega;x
2448;144;31;145;Fezzan;x
2449;81;144;95;Jufra;x
2450;207;131;46;Ghadames;x
2451;39;31;246;Thubaqt;x
2452;165;31;196;Zuwarah;x
2453;102;12;145;Sfax;x
2454;228;231;95;Kairouan;x
2455;60;161;46;Bizerte;x
2456;186;131;246;Touggourt;x
2457;123;51;196;Mzab;x
2458;249;249;145;Hodna;x
2459;21;1;95;Titteri;x
2460;147;151;46;Saoura;x
2461;84;131;246;Dahra;x
2462;210;11;196;Ouarsenis;x
2463;42;12;145;Kasdir;x
2464;168;151;95;Ouarzazate;x
2465;105;109;46;Oujda;x
2466;231;15;246;Draa;x
2467;63;119;196;Meknes;x
2468;189;221;145;Tadla;x
2469;126;1;95;Dukkala;x
2470;252;31;46;Haha;x
2471;1;246;246;Chott el-Jerid;x
2472;252;131;46;Ouargla;x
2473;189;121;145;Souss;x
2474;148;133;60;Tajarhi;x
2475;37;133;180;Djado;x
2476;1;0;145;Kumeyaay;x
2477;127;20;145;Yuki;x
2478;64;119;246;Tachi;x
2479;190;100;196;Maidu;x
2480;22;32;145;Shasta;x
2481;148;161;95;Klamath;x
2482;85;91;46;Kalapuya;x
2483;211;31;246;Umatilla;x
2484;43;51;196;Quileute;x
2485;169;2;145;Chehalis;x
2486;106;12;95;Yakima;x
2487;232;201;46;Spokane;x
2488;4;51;246;Palus;x
2489;130;130;196;Bohogue;x
2490;67;201;145;Goshute;x
2491;193;139;95;Hualapai;x
2492;25;191;46;Chiricahua;x
2493;151;161;246;Hopi;x
2494;88;38;196;Zuni;x
2495;214;231;145;Acoma;x
2496;46;231;95;Jicarilla;x
2497;172;191;46;Lipiyanes;x
2498;109;41;246;Jumao;x
2499;235;152;196;Coahuilteco;x
2500;7;131;145;Querecho;x
2501;133;231;95;Piegan;x
2502;70;161;46;Haaninin;x
2503;196;31;246;Ashshipite;x
2504;28;171;196;Eelalapito;x
2505;154;243;145;Tsitsistas;x
2506;91;2;95;Kuccuntikka;x
2507;217;131;46;Baachinena;x
2508;49;141;246;Skiri;x
2509;175;43;196;Utsehta;x
2510;112;164;145;Mandan;x
2511;238;244;95;Itscheabine;x
2512;10;121;46;Wahpekute;x
2513;136;158;246;Moingwena;x
2514;73;112;196;Michigamea;x
2515;199;232;145;Satuskhdin;x
2516;31;64;95;Adai;x
2517;157;164;46;Mdewakanton;x
2518;94;48;246;Noquet;x
2519;220;44;196;Kilatika;x
2520;52;183;145;Mengkonkia;x
2521;178;3;95;Okouara;x
2522;115;141;46;Mascouten;x
2523;241;101;246;Piankeshaw;x
2524;13;31;196;Wabash;x
2525;139;11;145;Chillicothe;x
2526;76;1;95;Shatteras;x
2527;202;202;46;Chickamauga;x
2528;34;122;246;Yazoo;x
2529;160;221;196;Natchez;x
2530;97;12;145;Biloxi;x
2531;223;132;95;Napochi;x
2532;55;131;46;Tohome;x
2533;181;201;246;Chatot;x
2534;118;131;196;Yustaga;x
2535;244;231;145;Calusa;x
2536;16;19;95;Mayaimi;x
2537;142;31;46;Hitchiti;x
2538;79;131;246;Yamasee;x
2539;205;1;196;Mocama;x
2540;37;6;145;Coweta;x
2541;163;191;95;Saluda;x
2542;100;3;46;Cusabo;x
2543;226;41;246;Waccamaw;x
2544;58;1;196;Yadkin;x
2545;184;31;145;Waxhaw;x
2546;121;161;95;Chicora;x
2547;247;131;46;Roanoke;x
2548;19;131;246;Tutelo;x
2549;145;255;196;Moratok;x
2550;82;31;145;Doeg;x
2551;208;199;95;Monongahela;x
2552;40;61;46;Manahoac;x
2553;166;31;246;Potomac;x
2554;103;21;196;Nanticoke;x
2555;229;31;145;Honniasont;x
2556;61;31;95;Juniata;x
2557;187;222;46;Atrakwaye;x
2558;124;131;246;Espachomy;x
2559;250;141;196;Adirondack;x
2560;2;131;145;Quinnipiac;x
2561;128;181;95;Wampanoag;x
2562;65;133;46;Pennacook;x
2563;191;123;246;Missiquoi;x
2564;23;31;196;Sokoki;x
2565;149;122;145;Kennebec;x
2566;86;141;95;Passamaquoddy;x
2567;212;215;46;Aroostook;x
2568;44;131;246;Kespukwitk;x
2569;170;31;196;Eskikewakik;x
2570;107;31;145;Wolystoq;x
2571;233;111;95;Madawaska;x
2572;5;202;46;Siknikt;x
2573;131;101;246;Placentia;x
2574;68;1;196;Sikumiut;x
2575;194;214;145;Naskapi;x
2576;26;3;95;Mingan;x
2577;152;1;46;Manicouagan;x
2578;89;121;246;Anticosti;x
2579;215;2;196;Piekougami;x
2580;47;1;145;Atikamekw;x
2581;173;199;95;Timiskaming;x
2582;110;1;46;Maliseet;x
2583;236;51;246;Etchemins;x
2584;8;121;196;Loup;x
2585;134;31;145;Kichesipi;x
2586;71;194;95;Tionontate;x
2587;197;197;46;Odawa;x
2588;29;41;246;Piscatang;x
2589;155;31;196;Kesagami;x
2590;92;45;145;Shaggami;x
2591;218;26;95;Outoulibi;x
2592;50;131;46;Omushkego;x
2593;221;144;246;Wappus;x
2594;176;181;246;Quenebigon;x
2595;113;131;196;Kesyehotinne;x
2596;239;18;145;Mahmikiwiniyak;x
2597;11;51;95;Sipiwininiwak;x
2598;137;28;46;Hebina;x
2599;74;15;246;Athabasca;x
2600;200;31;196;Nihithawak;x
2601;32;64;145;Danezaa;x
2602;158;114;95;Siksikawa;x
2603;95;122;46;Sekani;x
2604;53;131;196;Dakelh;x
2605;179;219;145;Secwepemc;x
2606;116;3;95;Tsilhoqotin;x
2607;242;255;46;Okanagan;x
2608;14;130;246;Rocky Mountains;x
2609;140;131;196;Nisga'a;x
2610;77;132;145;Heiltsuk;x
2611;203;41;95;Kodiak;x
2612;35;221;46;Eyak;x
2613;161;131;246;Sitka;x
2614;98;31;196;Cotoname;x
2615;224;44;145;Guamares;x
2616;56;31;95;Seri;x
2617;182;201;46;Huichol;x
2618;119;154;246;Toboso;x
2619;245;31;196;Laguneros;x
2620;17;131;145;Nakipa;x
2621;143;19;95;Tizapan;x
2622;80;31;46;Cuitzeo;x
2623;206;154;246;Cutzamala;x
2624;38;44;196;Patzcuaro;x
2625;164;12;145;Hinonoeino;x
2626;101;31;95;Tulucan;x
2627;227;201;46;Cihuatlan;x
2628;59;132;246;Tepeacac;x
2629;185;227;196;Coyolapan;x
2630;122;232;145;Tochtepec;x
2631;248;248;95;Zaachila;x
2632;20;131;46;Xicallanco;x
2633;146;146;246;Mani;x
2634;83;119;196;Uaymil;x
2635;209;219;145;Chiapas;x
2636;41;15;95;Chacujal;x
2637;167;37;46;Chortli;x
2638;104;124;246;Xoconochco;x
2639;230;31;196;Raritan;x
2640;104;54;246;Lenca;x
2641;240;31;196;Tziccoac;x
2642;62;45;145;Metztitlan;x
2643;188;191;95;Apatzingan;x
2644;125;31;46;Cholula;x
2645;251;188;246;Teloloapan;x
2646;3;31;196;Coixtlahuacan;x
2647;129;31;145;Cuetlaxtlan;x
2648;66;13;95;Yopitzinco;x
2649;192;201;46;Tehuantepec;x
2650;25;31;246;Champutun;x
2651;150;231;196;Ah Canul;x
2652;87;31;145;Ecab;x
2653;213;213;95;Iximché;x
2654;45;131;46;Baracoa;x
2655;171;31;246;Bayamo;x
2656;108;31;196;Camaguey;x
2657;234;31;145;Colima;x
2658;6;15;95;Maguana;x
2659;132;16;46;Magua;x 	
2660;69;31;246;Managua;x
2661;195;31;196;Uluas;x
2662;27;141;145;Olancho;x
2663;153;31;95;Nicoya;x
2664;90;31;46;Veraguas;x
2665;216;31;246;Ais;x
2666;48;31;196;Tuintsundé;x
2667;174;231;145;Cacaxtes;x
2668;111;31;95;Borrado;x
2669;237;31;46;Hasinai;x
2670;111;61;95;Tkaronto;x
2671;237;231;46;Missisage;x
2672;192;101;46;Kitkehaki;x
2673;51;255;40;Pasai;x
2674;60;214;57;Peureulak;x
2675;29;38;119;Rokan;x
2676;150;146;184;Indragiri;x
2677;48;55;127;Jambi;x
2678;214;113;131;Bangka;x
2679;21;117;104;Belitung;x
2680;55;130;71;Muko-Muko;x
2681;76;118;155;Pagarruyung;x
2682;92;59;239;Pariaman;x
2683;130;64;29;Mentawai;x
2684;79;130;125;Nias;x
2685;237;46;40;Gayo;x
2686;44;214;56;Bintan;x
2687;216;49;158;Pakuan;x
2688;130;85;130;Cirebon;x
2689;198;98;83;Kendal;x
2690;165;116;117;Pajang;x
2691;216;58;34;Kediri;x
2692;216;67;201;Madura;x
2693;104;16;91;Lombok;x
2694;136;210;148;East Gangwon;x
2695;107;66;100;East Timor;x
2696;181;45;81;Yamdena;x
2697;163;70;58;Tondo;x
2698;163;207;58;Pangasinan;x
2699;255;75;66;Bikol;x
2700;197;255;53;Panay;x
2701;219;211;164;Tagloc;x
2702;65;219;88;Butuan;x
2703;104;158;82;Lehad Datu;x
2704;132;76;108;Sibu;x
2705;131;183;111;Kuching;x
2706;255;61;138;Katapang;x
2707;234;86;86;Barito;x
2708;255;107;28;Sampit;x
2709;196;102;196;Tarakan;x
2710;87;204;89;Berau;x
2711;105;135;119;Bulungan;x
2712;175;65;144;Samarinda;x
2713;255;228;94;Gorontalo;x
2714;255;89;185;Palu;x
2715;127;150;255;Palopo;x
2716;137;255;124;Buton;x
2717;201;219;43;Sula;x
2718;241;207;129;Fak-Fak;x
2719;119;128;17;Madang;x
2720;82;206;171;Lae;x
2721;131;198;119;Kerema;x
2722;178;198;73;Daru;x
2723;33;198;152;Yos Sudarso;x
2724;221;212;104;Asmat;x
2725;124;63;62;Aru;x
2726;147;120;31;Malgana;x
2727;255;141;71;Minang;x
2728;93;107;37;Tiwi;x
2729;255;102;79;Yolngu;x
2730;38;104;109;Awngthim;x
2731;53;255;77;Guugu Yimithirr;x
2732;45;107;40;Wulgurukaba;x
2733;255;101;63;Baiali;x
2734;170;83;124;Yuin;x
2735;32;82;163;Gunditjmara;x
2736;253;255;158;Nukunu;x
2737;124;56;0;Ahuriri;x
2738;186;139;0;Waitaha;x
2739;152;83;186;Kirikiriroa;x
2740;249;177;179;Borneo;x
2741;138;58;45;Jeju;x
2742;162;64;128;Yukjin;x
2743;209;139;185;Gyeongseong;x
2744;122;48;97;Nyeongbyeon;x
2745;134;53;105;West Gyeongsang;x
2746;213;38;84;Vidin;x
2747;106;186;80;Khara Narin Ula;x
2748;80;32;128;Jianchang;x
2749;37;208;234;Tikhvin;x
2750;234;227;107;Plovdiv;x
2751;68;230;179;Cuenca;x
2752;3;196;128;Romsdal;x
2753;188;67;67;Narbonne;x
2754;231;35;179;La Mancha;x
2755;68;8;179;Soria;x
2756;166;56;206;Welayta;x
2757;86;116;66;Kaffa;x
2758;46;186;146;Illubabor;x
2759;116;166;116;Gambela;x
2760;126;216;46;Hadiya;x
2761;134;44;124;Arsi;x
2762;120;55;111;Damot;x
2763;48;148;218;Asosa;x
2764;26;216;116;Ausa;x
2765;146;66;126;Assab;x
2766;186;46;176;Mendefera;x
2767;82;128;128;Enderta;x
2768;198;74;105;Angot;x
2769;193;91;31;Lasta;x
2770;58;147;124;Agew;x
2771;71;100;145;Semien;x
2772;145;101;5;Dembiya;x
2773;151;190;194;Mora;x
2774;93;188;84;Kismayo;x
2775;204;79;98;Merca;x
2776;89;155;254;Afgooye;x
2777;89;124;82;Bardera;x
2778;178;66;140;Warder;x
2779;183;255;142;Afder;x
2780;219;174;92;Beledweyne;x
2781;89;138;43;Gedo;x
2782;206;152;45;Warsheikh;x
2783;155;170;68;Hobyo;x
2784;142;151;215;Galkayo;x
2785;255;153;153;El Buur;x
2786;86;100;255;Bosaso;x
2787;201;151;89;Hamasien;x
2788;201;201;89;Hafun;x
2789;194;170;163;Las Khorey;x
2790;194;89;105;Sanaag;x
2791;126;107;255;Ankober;x
2792;211;163;46;Togdheer;x
2793;97;209;85;Hargeisa;x
2794;206;145;88;Barawa;x
2795;206;101;70;Meregh;x
2796;183;132;255;Pate;x
2797;200;122;110;Shendy;x
2798;160;160;88;Soba;x
2799;48;97;59;Sennar;x
2800;167;174;136;Kosti;x
2801;47;174;78;Medwa;x
2802;137;75;113;Kobbe;x
2803;194;235;0;Delta;x
2804;114;125;229;Guasipati;x
2805;27;143;57;Uyapari;x
2806;208;224;161;Riohacha;x
2807;31;196;124;Altagracia;x
2808;212;203;165;Coro;x
2809;193;104;146;Llanos;x
2810;184;224;133;Apure;x
2811;196;122;203;Atabapo;x
2812;39;189;75;Pore;x
2813;68;93;174;Merida;x
2814;66;225;110;Meta;x
2815;147;198;249;Puerto Carreno;x
2816;232;144;132;Guavire;x
2817;215;227;10;Nieva;x
2818;215;34;10;Popayan;x
2819;205;227;166;Darien;x
2820;210;55;24;Esmeraldas;x
2821;203;13;178;Piwra;x
2822;203;230;178;Tucume;x
